attribution_id,user_id,campaign_id,touchpoint_date,touchpoint_type,platform,device,attribution_model,attribution_weight,converted,conversion_value
ATTR00002384,USR00009983,CMP000015,2025-02-10,Click,Instagram,Mobile,First Touch,0.82,False,0
ATTR00002385,USR00000073,CMP000036,2024-12-10,View,Programmatic,Tablet,Time Decay,0.46,False,14.65
ATTR00002386,USR00009339,CMP000033,2025-03-20,Click,Twitter,Mobile,Linear,0.2,False,11.38
ATTR00002387,USR00006879,CMP000033,2025-02-27,View,Facebook,Mobile,Last Touch,0.61,False,15.19
ATTR00002388,USR00002067,CMP000087,2024-10-14,Click,Facebook,Web Browser,Time Decay,0.11,False,0
ATTR00002389,USR00000697,CMP000048,2025-02-21,Impression,TikTok,Streaming Device,Time Decay,0.92,False,0
ATTR00002390,USR00007459,CMP000085,2025-02-10,View,Twitter,Mobile,Linear,0.61,False,0
ATTR00002391,USR00003208,CMP000013,2025-05-25,Impression,Instagram,Smart TV,Time Decay,0.38,False,0
ATTR00002392,USR00008143,CMP000016,2024-11-18,View,YouTube,Smart TV,Last Touch,0.4,False,0
ATTR00002393,USR00000684,CMP000092,2024-11-01,Click,Twitter,Mobile,Time Decay,0.46,False,0
ATTR00002394,USR00004434,CMP000079,2024-11-09,View,Facebook,Mobile,Time Decay,0.54,False,10.97
ATTR00002395,USR00001667,CMP000007,2024-09-27,Click,Programmatic,Streaming Device,Linear,0.19,False,0
ATTR00002396,USR00002647,CMP000046,2025-06-14,Impression,Facebook,Mobile,Last Touch,0.15,False,0
ATTR00002397,USR00006677,CMP000050,2024-10-31,Click,LinkedIn,Mobile,Linear,0.78,False,0
ATTR00002398,USR00009962,CMP000013,2025-05-20,Click,Twitter,Mobile,Time Decay,0.79,False,0
ATTR00002399,USR00001771,CMP000006,2024-11-23,Impression,LinkedIn,Mobile,First Touch,0.12,False,0
ATTR00002400,USR00009611,CMP000061,2025-06-29,Impression,Instagram,Web Browser,Linear,0.65,False,0
ATTR00002401,USR00003491,CMP000016,2024-11-21,Impression,LinkedIn,Tablet,Linear,0.76,False,0
ATTR00002402,USR00001524,CMP000063,2024-11-20,Impression,Facebook,Tablet,Time Decay,0.32,False,22.8
ATTR00002403,USR00005456,CMP000087,2024-11-05,Impression,Instagram,Tablet,First Touch,0.77,True,0
ATTR00002404,USR00004987,CMP000046,2025-06-18,Impression,LinkedIn,Mobile,Linear,0.4,False,19.36
ATTR00002405,USR00005753,CMP000039,2025-05-10,Click,TikTok,Mobile,Linear,0.69,False,0
ATTR00002406,USR00002159,CMP000018,2024-10-15,Click,Twitter,Gaming Console,First Touch,0.13,True,0
ATTR00002407,USR00002401,CMP000051,2024-09-05,Click,Programmatic,Streaming Device,Time Decay,0.11,True,0
ATTR00002408,USR00007570,CMP000098,2025-02-26,Click,Programmatic,Streaming Device,First Touch,0.97,True,17.31
ATTR00002409,USR00006113,CMP000080,2025-02-12,Impression,TikTok,Tablet,Time Decay,0.3,False,0
ATTR00002410,USR00003275,CMP000078,2025-06-16,Impression,LinkedIn,Mobile,Linear,0.24,True,0
ATTR00002411,USR00004637,CMP000096,2024-10-15,Impression,Programmatic,Mobile,Time Decay,0.76,False,0
ATTR00002412,USR00006943,CMP000036,2024-12-16,Click,Google Ads,Smart TV,Linear,0.48,True,0
ATTR00002413,USR00000279,CMP000006,2024-11-25,View,Facebook,Web Browser,Time Decay,0.79,False,0
ATTR00002414,USR00006662,CMP000047,2025-04-21,Impression,Twitter,Streaming Device,Linear,0.22,False,0
ATTR00002415,USR00000422,CMP000053,2024-12-10,Impression,TikTok,Smart TV,Linear,0.18,False,0
ATTR00002416,USR00003101,CMP000067,2024-12-22,View,TikTok,Gaming Console,Linear,0.3,False,13.61
ATTR00002417,USR00001776,CMP000005,2025-01-04,Impression,LinkedIn,Mobile,Last Touch,0.96,False,0
ATTR00002418,USR00009196,CMP000100,2024-09-09,View,Programmatic,Tablet,Linear,0.13,False,0
ATTR00002419,USR00006402,CMP000087,2024-11-03,Impression,LinkedIn,Mobile,First Touch,0.98,False,0
ATTR00002420,USR00002510,CMP000027,2025-02-27,Impression,Programmatic,Streaming Device,Linear,0.77,False,0
ATTR00002421,USR00002001,CMP000001,2024-07-22,View,Programmatic,Mobile,Linear,0.32,False,0
ATTR00002422,USR00006969,CMP000060,2024-09-29,Impression,Facebook,Web Browser,Linear,0.96,False,0
ATTR00002423,USR00002731,CMP000040,2024-11-09,View,Instagram,Tablet,Last Touch,0.6,False,0
ATTR00002424,USR00006573,CMP000015,2025-02-11,View,TikTok,Smart TV,Time Decay,0.38,False,16.36
ATTR00002425,USR00002143,CMP000006,2024-12-20,View,Google Ads,Mobile,Time Decay,0.32,False,0
ATTR00002426,USR00003071,CMP000007,2024-09-03,Impression,Programmatic,Tablet,Time Decay,0.84,False,12.66
ATTR00002427,USR00004399,CMP000088,2024-12-27,Click,Programmatic,Smart TV,Linear,0.78,False,0
ATTR00002428,USR00001516,CMP000030,2024-08-19,Impression,LinkedIn,Tablet,Last Touch,0.74,False,15.58
ATTR00002429,USR00002233,CMP000027,2025-02-09,Impression,Facebook,Smart TV,Linear,0.91,False,0
ATTR00002430,USR00002248,CMP000043,2025-05-22,Click,YouTube,Mobile,First Touch,0.83,False,0
ATTR00002431,USR00005941,CMP000094,2025-02-14,View,Instagram,Streaming Device,Time Decay,0.48,False,21.3
ATTR00002432,USR00001490,CMP000042,2025-02-02,Impression,YouTube,Mobile,Last Touch,0.86,False,0
ATTR00002433,USR00007920,CMP000020,2025-06-02,Impression,Google Ads,Tablet,Time Decay,0.27,False,0
ATTR00002434,USR00004856,CMP000017,2025-04-07,View,Google Ads,Mobile,First Touch,0.11,False,0
ATTR00002435,USR00002387,CMP000037,2024-09-05,Click,Facebook,Mobile,First Touch,0.54,False,0
ATTR00002436,USR00006719,CMP000081,2025-03-18,Impression,LinkedIn,Mobile,Linear,0.4,False,0
ATTR00002437,USR00003837,CMP000060,2024-09-21,View,Programmatic,Smart TV,Time Decay,0.66,False,0
ATTR00002438,USR00007648,CMP000003,2024-10-05,Impression,TikTok,Mobile,Time Decay,0.34,True,12.85
ATTR00002439,USR00002990,CMP000001,2024-07-14,Impression,Twitter,Gaming Console,Linear,0.79,False,0
ATTR00002440,USR00004692,CMP000033,2025-03-03,Click,Instagram,Web Browser,Time Decay,0.42,False,0
ATTR00002441,USR00005313,CMP000019,2024-09-05,View,YouTube,Smart TV,Linear,0.19,False,0
ATTR00002442,USR00003429,CMP000073,2024-10-31,Impression,Facebook,Mobile,Time Decay,0.71,True,0
ATTR00002443,USR00005345,CMP000026,2024-11-16,View,YouTube,Gaming Console,Last Touch,0.84,False,0
ATTR00002444,USR00005114,CMP000028,2025-06-17,View,YouTube,Tablet,Linear,0.28,False,0
ATTR00002445,USR00000591,CMP000012,2025-01-26,Click,Programmatic,Smart TV,Linear,0.13,False,0
ATTR00002446,USR00005824,CMP000082,2025-06-07,View,LinkedIn,Smart TV,Last Touch,0.3,False,0
ATTR00002447,USR00003797,CMP000094,2025-02-03,Impression,Programmatic,Web Browser,Time Decay,0.55,False,18.68
ATTR00002448,USR00007269,CMP000015,2025-02-07,Impression,Facebook,Mobile,First Touch,0.49,False,0
ATTR00002449,USR00000444,CMP000051,2024-09-19,Impression,Google Ads,Web Browser,Last Touch,0.77,False,0
ATTR00002450,USR00006026,CMP000054,2024-11-12,View,Programmatic,Mobile,Time Decay,0.53,False,0
ATTR00002451,USR00009232,CMP000046,2025-06-06,Click,Instagram,Smart TV,Last Touch,0.28,False,21.49
ATTR00002452,USR00009369,CMP000075,2025-02-13,Impression,LinkedIn,Mobile,Time Decay,0.78,False,0
ATTR00002453,USR00008026,CMP000050,2024-11-11,Impression,YouTube,Smart TV,Last Touch,0.43,True,20.37
ATTR00002454,USR00001995,CMP000007,2024-09-02,View,Google Ads,Tablet,Last Touch,0.11,False,0
ATTR00002455,USR00003684,CMP000023,2025-05-15,View,Facebook,Tablet,First Touch,0.65,False,0
ATTR00002456,USR00004053,CMP000013,2025-06-01,Click,LinkedIn,Mobile,First Touch,0.32,True,0
ATTR00002457,USR00002197,CMP000086,2024-07-28,Click,YouTube,Streaming Device,Last Touch,0.62,True,0
ATTR00002458,USR00005125,CMP000099,2025-03-04,View,YouTube,Web Browser,Last Touch,0.45,False,0
ATTR00002459,USR00008273,CMP000032,2025-05-23,View,Instagram,Smart TV,First Touch,0.31,False,0
ATTR00002460,USR00008576,CMP000059,2025-02-05,Impression,TikTok,Smart TV,Last Touch,0.18,True,0
ATTR00002461,USR00003948,CMP000067,2025-01-06,View,TikTok,Tablet,Time Decay,0.67,False,0
ATTR00002462,USR00008824,CMP000098,2025-02-17,View,Facebook,Mobile,Linear,0.98,False,0
ATTR00002463,USR00002399,CMP000100,2024-08-24,View,YouTube,Tablet,Last Touch,0.61,False,0
ATTR00002464,USR00001314,CMP000032,2025-05-13,View,Facebook,Smart TV,Last Touch,0.77,True,0
ATTR00002465,USR00008934,CMP000015,2025-02-07,Click,TikTok,Smart TV,Linear,0.15,False,0
ATTR00002466,USR00001366,CMP000038,2025-05-25,View,Programmatic,Smart TV,First Touch,0.43,False,0
ATTR00002467,USR00002878,CMP000017,2025-04-06,Impression,Instagram,Smart TV,Time Decay,0.38,False,0
ATTR00002468,USR00005102,CMP000019,2024-09-21,Impression,YouTube,Smart TV,First Touch,0.14,False,0
ATTR00002469,USR00007645,CMP000001,2024-07-11,View,Twitter,Gaming Console,Last Touch,0.86,True,0
ATTR00002470,USR00000268,CMP000014,2025-03-03,Click,Instagram,Mobile,Last Touch,0.25,False,20.4
ATTR00002471,USR00004499,CMP000017,2025-04-09,View,Facebook,Web Browser,Last Touch,0.6,False,0
ATTR00002472,USR00003024,CMP000061,2025-06-14,View,Programmatic,Smart TV,First Touch,0.46,False,0
ATTR00002473,USR00009273,CMP000094,2025-02-02,Impression,LinkedIn,Streaming Device,Linear,0.45,False,0
ATTR00002474,USR00004962,CMP000039,2025-05-07,Impression,Twitter,Streaming Device,Time Decay,0.43,False,0
ATTR00002475,USR00006638,CMP000023,2025-05-27,View,YouTube,Gaming Console,First Touch,0.57,False,0
ATTR00002476,USR00007139,CMP000029,2024-10-04,Impression,TikTok,Web Browser,Last Touch,0.89,False,14.68
ATTR00002477,USR00008803,CMP000055,2025-01-26,Click,Google Ads,Mobile,Time Decay,0.58,False,0
ATTR00002478,USR00008823,CMP000057,2025-03-10,Click,TikTok,Smart TV,Time Decay,0.21,False,0
ATTR00002479,USR00003086,CMP000017,2025-03-31,View,Instagram,Gaming Console,Linear,0.33,False,16.8
ATTR00002480,USR00006816,CMP000022,2025-06-27,Impression,Google Ads,Web Browser,Last Touch,0.88,False,0
ATTR00002481,USR00005374,CMP000054,2024-11-28,View,Programmatic,Smart TV,Linear,0.53,False,0
ATTR00002482,USR00005121,CMP000008,2024-09-06,View,Instagram,Mobile,Time Decay,0.87,False,0
ATTR00002483,USR00006128,CMP000016,2024-11-18,Impression,Programmatic,Tablet,Last Touch,0.48,False,0
ATTR00002484,USR00001773,CMP000031,2024-10-29,Click,Google Ads,Smart TV,Time Decay,0.64,False,9.29
ATTR00002485,USR00004797,CMP000087,2024-10-12,View,TikTok,Mobile,Linear,0.64,False,0
ATTR00002486,USR00007941,CMP000071,2025-05-28,Click,Google Ads,Web Browser,Time Decay,0.78,True,0
ATTR00002487,USR00006858,CMP000017,2025-04-01,Click,YouTube,Web Browser,First Touch,0.73,False,0
ATTR00002488,USR00001498,CMP000075,2025-03-03,Impression,LinkedIn,Gaming Console,Linear,0.94,False,0
ATTR00002489,USR00008913,CMP000051,2024-09-14,View,Instagram,Mobile,First Touch,0.33,False,0
ATTR00002490,USR00005156,CMP000022,2025-06-05,Impression,Google Ads,Web Browser,First Touch,0.57,False,0
ATTR00002491,USR00000467,CMP000026,2024-12-07,View,Instagram,Smart TV,Linear,0.7,False,0
ATTR00002492,USR00006155,CMP000040,2024-12-03,View,LinkedIn,Mobile,Time Decay,0.23,False,0
ATTR00002493,USR00008656,CMP000067,2024-12-30,Impression,Facebook,Smart TV,Time Decay,0.96,False,0
ATTR00002494,USR00003110,CMP000034,2025-05-06,View,LinkedIn,Mobile,Last Touch,0.34,False,0
ATTR00002495,USR00008172,CMP000069,2024-08-09,Click,Google Ads,Smart TV,Linear,0.31,False,0
ATTR00002496,USR00000779,CMP000078,2025-06-12,View,Instagram,Streaming Device,Linear,0.64,False,0
ATTR00002497,USR00007273,CMP000099,2025-02-24,View,Instagram,Mobile,First Touch,0.85,False,0
ATTR00002498,USR00000304,CMP000095,2024-09-09,View,LinkedIn,Smart TV,Time Decay,0.1,True,0
ATTR00002499,USR00000008,CMP000061,2025-06-13,Click,LinkedIn,Smart TV,First Touch,0.53,False,0
ATTR00002500,USR00002030,CMP000022,2025-06-19,Click,Instagram,Smart TV,First Touch,0.26,True,0
ATTR00002501,USR00002506,CMP000097,2024-09-01,Click,Programmatic,Tablet,First Touch,0.77,False,0
ATTR00002502,USR00007457,CMP000081,2025-03-24,Click,Google Ads,Mobile,Time Decay,0.97,False,14.94
ATTR00002503,USR00009484,CMP000010,2024-12-18,Click,Google Ads,Smart TV,Time Decay,0.3,False,0
ATTR00002504,USR00006052,CMP000018,2024-11-01,Click,Twitter,Mobile,First Touch,0.94,True,0
ATTR00002505,USR00001205,CMP000060,2024-09-28,View,Google Ads,Tablet,Linear,0.63,False,0
ATTR00002506,USR00007499,CMP000016,2024-12-06,View,Twitter,Smart TV,Time Decay,0.73,False,16.49
ATTR00002507,USR00001781,CMP000013,2025-05-26,View,Twitter,Streaming Device,Last Touch,0.77,False,0
ATTR00002508,USR00006866,CMP000089,2024-11-15,Click,Twitter,Web Browser,Time Decay,0.2,False,22.98
ATTR00002509,USR00002648,CMP000028,2025-06-01,Click,Instagram,Smart TV,First Touch,0.28,False,18.28
ATTR00002510,USR00001214,CMP000035,2025-02-20,Click,Google Ads,Web Browser,Last Touch,0.72,False,0
ATTR00002511,USR00003903,CMP000067,2024-12-13,Click,Programmatic,Tablet,Linear,0.16,True,0
ATTR00002512,USR00004072,CMP000017,2025-04-14,View,YouTube,Streaming Device,Linear,0.6,True,0
ATTR00002513,USR00003604,CMP000055,2025-02-10,Impression,TikTok,Web Browser,First Touch,0.9,True,0
ATTR00002514,USR00006536,CMP000054,2024-11-13,Click,Twitter,Smart TV,First Touch,0.92,False,0
ATTR00002515,USR00006658,CMP000064,2025-03-28,View,Google Ads,Gaming Console,First Touch,0.77,False,0
ATTR00002516,USR00009803,CMP000090,2025-01-03,Click,TikTok,Mobile,Time Decay,0.44,False,19.29
ATTR00002517,USR00002381,CMP000081,2025-03-13,Impression,YouTube,Tablet,Time Decay,0.62,False,0
ATTR00002518,USR00002609,CMP000100,2024-09-07,Click,YouTube,Gaming Console,Linear,0.63,True,0
ATTR00002519,USR00004425,CMP000039,2025-05-09,Impression,YouTube,Mobile,First Touch,0.74,False,0
ATTR00002520,USR00002385,CMP000056,2025-03-20,View,Programmatic,Mobile,First Touch,0.36,False,0
ATTR00002521,USR00005035,CMP000088,2025-01-24,Click,YouTube,Smart TV,Last Touch,0.14,False,0
ATTR00002522,USR00009546,CMP000030,2024-09-04,View,LinkedIn,Tablet,Last Touch,0.46,False,0
ATTR00002523,USR00009805,CMP000011,2024-08-02,Impression,Instagram,Smart TV,First Touch,0.66,False,0
ATTR00002524,USR00005031,CMP000040,2024-12-01,Impression,TikTok,Smart TV,Last Touch,0.61,False,0
ATTR00002525,USR00003929,CMP000056,2025-03-21,Impression,Programmatic,Smart TV,Linear,0.47,False,0
ATTR00002526,USR00001389,CMP000024,2025-04-02,Impression,LinkedIn,Streaming Device,First Touch,0.67,True,0
ATTR00002527,USR00009689,CMP000053,2024-12-12,View,YouTube,Mobile,Linear,0.35,False,0
ATTR00002528,USR00009944,CMP000081,2025-03-24,View,Twitter,Streaming Device,First Touch,1.0,True,0
ATTR00002529,USR00006867,CMP000026,2024-12-10,View,Programmatic,Mobile,First Touch,0.81,False,0
ATTR00002530,USR00000228,CMP000095,2024-08-18,Impression,Programmatic,Smart TV,Time Decay,0.59,False,0
ATTR00002531,USR00002734,CMP000022,2025-06-13,Impression,TikTok,Mobile,First Touch,0.28,False,0
ATTR00002532,USR00007493,CMP000099,2025-02-09,View,Facebook,Mobile,Last Touch,0.32,True,0
ATTR00002533,USR00000354,CMP000023,2025-06-03,Impression,YouTube,Tablet,Linear,0.19,False,0
ATTR00002534,USR00006188,CMP000079,2024-11-24,View,Google Ads,Mobile,First Touch,0.9,False,0
ATTR00002535,USR00007311,CMP000058,2024-11-23,Click,Google Ads,Tablet,Time Decay,0.95,False,0
ATTR00002536,USR00000582,CMP000050,2024-11-05,View,Google Ads,Tablet,First Touch,0.68,True,0
ATTR00002537,USR00000332,CMP000042,2025-02-07,Impression,YouTube,Streaming Device,Last Touch,0.45,False,0
ATTR00002538,USR00004376,CMP000097,2024-08-24,Impression,Facebook,Web Browser,Time Decay,0.72,True,0
ATTR00002539,USR00009511,CMP000085,2025-03-02,Click,YouTube,Mobile,First Touch,0.78,False,0
ATTR00002540,USR00006559,CMP000064,2025-03-24,Click,Programmatic,Tablet,Last Touch,0.45,True,0
ATTR00002541,USR00000243,CMP000050,2024-11-05,Click,Instagram,Tablet,Time Decay,0.3,False,0
ATTR00002542,USR00000001,CMP000095,2024-09-12,View,Google Ads,Gaming Console,Time Decay,0.82,True,0
ATTR00002543,USR00006735,CMP000063,2024-11-25,View,Programmatic,Mobile,Linear,0.82,False,0
ATTR00002544,USR00003449,CMP000011,2024-08-14,Click,Google Ads,Mobile,Time Decay,0.52,False,0
ATTR00002545,USR00006549,CMP000076,2025-03-05,Impression,LinkedIn,Web Browser,First Touch,0.35,False,0
ATTR00002546,USR00003416,CMP000014,2025-03-02,Impression,Instagram,Web Browser,Last Touch,0.74,False,0
ATTR00002547,USR00003454,CMP000003,2024-10-15,View,Instagram,Mobile,Linear,0.49,False,0
ATTR00002548,USR00006922,CMP000091,2024-12-02,Impression,Programmatic,Mobile,Linear,0.33,False,0
ATTR00002549,USR00000810,CMP000062,2024-08-14,Impression,Google Ads,Smart TV,First Touch,0.2,False,0
ATTR00002550,USR00006514,CMP000076,2025-02-07,Impression,LinkedIn,Mobile,Last Touch,0.58,False,0
ATTR00002551,USR00008946,CMP000076,2025-02-10,Impression,Programmatic,Tablet,First Touch,0.14,False,0
ATTR00002552,USR00003450,CMP000029,2024-09-23,Click,Programmatic,Tablet,First Touch,0.24,False,0
ATTR00002553,USR00003698,CMP000080,2025-01-30,View,Instagram,Smart TV,Linear,0.15,False,19.41
ATTR00002554,USR00007242,CMP000002,2024-09-15,Impression,TikTok,Smart TV,Linear,0.92,False,0
ATTR00002555,USR00007191,CMP000045,2025-01-16,Impression,Facebook,Smart TV,Time Decay,0.39,False,17.9
ATTR00002556,USR00008849,CMP000049,2025-01-31,View,Twitter,Gaming Console,Last Touch,0.86,False,0
ATTR00002557,USR00000510,CMP000059,2025-01-24,Click,Google Ads,Smart TV,Last Touch,0.52,True,11.18
ATTR00002558,USR00007606,CMP000050,2024-11-16,Click,TikTok,Mobile,First Touch,0.51,False,0
ATTR00002559,USR00003090,CMP000006,2024-12-20,Click,YouTube,Tablet,Time Decay,0.48,False,15.26
ATTR00002560,USR00009213,CMP000074,2024-09-17,Click,Twitter,Smart TV,First Touch,0.62,False,0
ATTR00002561,USR00003790,CMP000055,2025-02-08,Click,Instagram,Mobile,Last Touch,0.46,False,0
ATTR00002562,USR00007208,CMP000083,2025-02-07,View,Programmatic,Mobile,Time Decay,0.88,False,0
ATTR00002563,USR00007870,CMP000006,2024-12-04,Impression,TikTok,Smart TV,Last Touch,0.27,False,0
ATTR00002564,USR00004606,CMP000084,2024-11-09,Impression,Programmatic,Streaming Device,Time Decay,0.15,False,0
ATTR00002565,USR00007594,CMP000020,2025-06-06,View,Instagram,Tablet,First Touch,0.53,False,0
ATTR00002566,USR00007961,CMP000061,2025-06-21,Click,Twitter,Mobile,Time Decay,0.11,False,0
ATTR00002567,USR00001308,CMP000096,2024-10-18,Impression,Instagram,Smart TV,Last Touch,0.81,False,0
ATTR00002568,USR00002414,CMP000094,2025-01-23,Click,Twitter,Gaming Console,Linear,0.86,False,0
ATTR00002569,USR00008215,CMP000050,2024-10-19,Impression,Programmatic,Tablet,First Touch,0.66,False,0
ATTR00002570,USR00002755,CMP000010,2024-12-21,View,YouTube,Mobile,Time Decay,0.81,False,15.06
ATTR00002571,USR00008965,CMP000054,2024-11-19,View,YouTube,Tablet,First Touch,0.86,False,0
ATTR00002572,USR00001417,CMP000014,2025-03-02,Impression,Facebook,Smart TV,Last Touch,0.7,False,0
ATTR00002573,USR00009099,CMP000009,2025-02-13,Impression,Instagram,Smart TV,Linear,0.84,False,0
ATTR00002574,USR00004604,CMP000100,2024-09-05,Impression,LinkedIn,Smart TV,Linear,0.13,False,0
ATTR00002575,USR00000215,CMP000023,2025-05-14,Impression,Google Ads,Mobile,Linear,0.42,False,0
ATTR00002576,USR00005119,CMP000081,2025-03-26,Impression,LinkedIn,Mobile,First Touch,0.46,False,0
ATTR00002577,USR00006827,CMP000064,2025-03-07,Click,TikTok,Smart TV,Linear,0.92,False,0
ATTR00002578,USR00003725,CMP000080,2025-02-07,View,TikTok,Mobile,Linear,0.38,False,0
ATTR00002579,USR00004618,CMP000031,2024-10-31,Click,TikTok,Smart TV,Linear,0.57,False,0
ATTR00002580,USR00002332,CMP000030,2024-09-08,View,Google Ads,Smart TV,First Touch,0.81,False,0
ATTR00002581,USR00002801,CMP000054,2024-11-24,Click,YouTube,Mobile,Time Decay,0.91,False,0
ATTR00002582,USR00002394,CMP000074,2024-09-25,View,Programmatic,Gaming Console,Last Touch,0.32,False,21.69
ATTR00002583,USR00003387,CMP000045,2025-01-27,Click,Instagram,Mobile,Linear,0.26,False,0
ATTR00002584,USR00009241,CMP000034,2025-05-21,View,LinkedIn,Smart TV,First Touch,0.13,False,0
ATTR00002585,USR00002609,CMP000043,2025-05-14,View,YouTube,Gaming Console,Linear,0.49,False,0
ATTR00002586,USR00005266,CMP000072,2024-09-14,View,Twitter,Smart TV,Last Touch,0.76,False,0
ATTR00002587,USR00003331,CMP000059,2025-02-09,Impression,LinkedIn,Smart TV,Last Touch,0.22,False,0
ATTR00002588,USR00000861,CMP000042,2025-02-09,Click,YouTube,Streaming Device,Last Touch,0.48,False,0
ATTR00002589,USR00000886,CMP000046,2025-06-14,Impression,Facebook,Tablet,First Touch,0.96,False,0
ATTR00002590,USR00008733,CMP000035,2025-02-08,Impression,Facebook,Web Browser,Last Touch,0.33,True,0
ATTR00002591,USR00001117,CMP000019,2024-10-01,Impression,Google Ads,Smart TV,Last Touch,0.76,False,0
ATTR00002592,USR00008505,CMP000094,2025-01-27,View,Programmatic,Tablet,Last Touch,0.26,False,0
ATTR00002593,USR00003800,CMP000062,2024-08-11,Impression,Programmatic,Tablet,Time Decay,0.38,True,0
